315,0,0,0,0,0,3,0,0,1
1,148,0,0,0,0,0,0,1,0
0,2,254,0,0,0,0,0,30,0
0,0,0,143,0,0,0,0,0,0
0,3,0,2,260,0,0,0,1,0
0,0,0,0,0,249,0,0,1,1
1,1,0,0,5,3,184,0,1,16
10,0,0,0,0,1,0,470,0,0
0,0,0,0,0,0,0,0,56,0
0,0,0,0,0,0,0,0,0,239
